NOnub	chr3L
H3K27ac	H3K27me3	H3K9me3	Pc
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	8	0
0	0	64	0
0	0	56	0
0	0	50	0
0	0	39	0
0	0	36	0
0	0	59	0
0	0	50	0
0	0	49	0
0	0	48	1
0	0	92	3
0	0	9	0
0	0	2	0
0	0	9	0
0	0	25	0
0	1	23	5
0	9	19	6
0	0	4	6
0	0	5	5
0	0	16	4
0	0	16	3
0	0	13	7
0	1	18	6
0	3	13	4
0	2	3	5
1	6	6	7
1	1	8	11
0	3	14	3
1	0	6	9
2	0	10	12
1	3	19	23
0	1	10	31
0	4	7	19
0	0	14	21
0	1	29	20
1	1	8	24
3	2	8	8
1	3	28	18
1	1	19	13
0	2	38	20
0	2	16	5
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	10	0
0	1	48	12
0	3	30	15
0	0	18	10
1	0	28	16
