chr3R	30330000	30340000	chr3R	30330000	30340000	0.3572511011
chr3R	30330000	30340000	chr3R	30340000	30350000	0.3572511011
chr3R	30330000	30340000	chr3R	30350000	30360000	0.3572511011
chr3R	30330000	30340000	chr3R	30360000	30370000	-4.6349138793
chr3R	30330000	30340000	chr3R	30370000	30380000	-7.8572672225
chr3R	30330000	30340000	chr3R	30380000	30390000	-7.2825916396
chr3R	30330000	30340000	chr3R	30390000	30400000	-2.0760115129
chr3R	30330000	30340000	chr3R	30400000	30410000	-6.0561799926
chr3R	30330000	30340000	chr3R	30410000	30420000	-2.7976071485
chr3R	30330000	30340000	chr3R	30420000	30430000	-1.3681943343
chr3R	30330000	30340000	chr3R	30430000	30440000	-0.5103402913
chr3R	30330000	30340000	chr3R	30440000	30450000	-2.1866798218
chr3R	30330000	30340000	chr3R	30450000	30460000	-0.4749483577
chr3R	30330000	30340000	chr3R	30460000	30470000	-1.6077911693
chr3R	30330000	30340000	chr3R	30470000	30480000	-0.4781404027
chr3R	30330000	30340000	chr3R	30480000	30490000	-0.5822096690
chr3R	30330000	30340000	chr3R	30490000	30500000	-0.3680524656
chr3R	30330000	30340000	chr3R	30500000	30510000	0.1194061292
chr3R	30330000	30340000	chr3R	30510000	30520000	0.2850055565
chr3R	30330000	30340000	chr3R	30520000	30530000	-0.1687054914
chr3R	30330000	30340000	chr3R	30530000	30540000	-0.0541572894
chr3R	30330000	30340000	chr3R	30540000	30550000	0.1777872357
chr3R	30330000	30340000	chr3R	30550000	30560000	-0.5826825646
chr3R	30330000	30340000	chr3R	30560000	30570000	-0.4070018636
chr3R	30330000	30340000	chr3R	30570000	30580000	-0.2823401452
chr3R	30330000	30340000	chr3R	30580000	30590000	0.4470690148
chr3R	30330000	30340000	chr3R	30590000	30600000	0.3952439604
chr3R	30330000	30340000	chr3R	30600000	30610000	0.4915749357
chr3R	30330000	30340000	chr3R	30610000	30620000	0.3194903905
chr3R	30330000	30340000	chr3R	30620000	30630000	0.7741988182
chr3R	30330000	30340000	chr3R	30630000	30640000	0.5255911732
chr3R	30330000	30340000	chr3R	30640000	30650000	0.3376850473
chr3R	30330000	30340000	chr3R	30650000	30660000	0.3100228065
chr3R	30330000	30340000	chr3R	30660000	30670000	0.1147233883
chr3R	30330000	30340000	chr3R	30670000	30680000	-0.0093536592
chr3R	30330000	30340000	chr3R	30680000	30690000	0.3341437044
chr3R	30330000	30340000	chr3R	30690000	30700000	-0.1544326436
chr3R	30330000	30340000	chr3R	30700000	30710000	0.3973204018
chr3R	30330000	30340000	chr3R	30710000	30720000	-0.0162934016
chr3R	30330000	30340000	chr3R	30720000	30730000	-0.0642622077
chr3R	30330000	30340000	chr3R	30730000	30740000	0.0935140224
chr3R	30330000	30340000	chr3R	30740000	30750000	0.0708741474
chr3R	30330000	30340000	chr3R	30750000	30760000	0.6125233492
chr3R	30330000	30340000	chr3R	30760000	30770000	0.0200819399
chr3R	30330000	30340000	chr3R	30770000	30780000	-0.4587731799
chr3R	30330000	30340000	chr3R	30780000	30790000	0.2511612810
chr3R	30330000	30340000	chr3R	30790000	30800000	0.0389386504
chr3R	30330000	30340000	chr3R	30800000	30810000	-0.0532544887
chr3R	30330000	30340000	chr3R	30810000	30820000	0.1311317895
chr3R	30330000	30340000	chr3R	30820000	30830000	0.8646003280
chr3R	30330000	30340000	chr3R	30830000	30840000	0.1763932685
chr3R	30330000	30340000	chr3R	30840000	30850000	-0.0353070274
chr3R	30330000	30340000	chr3R	30850000	30860000	0.4311012663
chr3R	30330000	30340000	chr3R	30860000	30870000	0.3177514246
chr3R	30330000	30340000	chr3R	30870000	30880000	0.5879693220
chr3R	30330000	30340000	chr3R	30880000	30890000	0.1713988466
chr3R	30330000	30340000	chr3R	30890000	30900000	0.6089777073
chr3R	30330000	30340000	chr3R	30900000	30910000	0.4330842034
chr3R	30330000	30340000	chr3R	30910000	30920000	0.4280930057
chr3R	30330000	30340000	chr3R	30920000	30930000	0.6727422999
chr3R	30330000	30340000	chr3R	30930000	30940000	0.4588376657
chr3R	30330000	30340000	chr3R	30940000	30950000	0.2064855477
chr3R	30330000	30340000	chr3R	30950000	30960000	0.5427164411
chr3R	30330000	30340000	chr3R	30960000	30970000	0.4522386231
chr3R	30330000	30340000	chr3R	30970000	30980000	0.6371203670
chr3R	30330000	30340000	chr3R	30980000	30990000	0.6327052420
chr3R	30330000	30340000	chr3R	30990000	31000000	0.0540025235
chr3R	30330000	30340000	chr3R	31000000	31010000	0.0940834317
chr3R	30330000	30340000	chr3R	31010000	31020000	0.2137262236
chr3R	30330000	30340000	chr3R	31020000	31030000	0.2595680744
chr3R	30330000	30340000	chr3R	31030000	31040000	0.2300282233
chr3R	30330000	30340000	chr3R	31040000	31050000	0.2488473171
