chr3R	30330000	30340000	chr3R	30330000	30340000	-5.7391345023
chr3R	30330000	30340000	chr3R	30340000	30350000	-0.1049746945
chr3R	30330000	30340000	chr3R	30350000	30360000	-0.0916931650
chr3R	30330000	30340000	chr3R	30360000	30370000	-0.1195291652
chr3R	30330000	30340000	chr3R	30370000	30380000	-0.2728035377
chr3R	30330000	30340000	chr3R	30380000	30390000	-0.2454685343
chr3R	30330000	30340000	chr3R	30390000	30400000	0.0021875160
chr3R	30330000	30340000	chr3R	30400000	30410000	-0.1871330709
chr3R	30330000	30340000	chr3R	30410000	30420000	-0.0321358826
chr3R	30330000	30340000	chr3R	30420000	30430000	0.0358555289
chr3R	30330000	30340000	chr3R	30430000	30440000	0.0766601912
chr3R	30330000	30340000	chr3R	30440000	30450000	-0.0030765298
chr3R	30330000	30340000	chr3R	30450000	30460000	0.0783436430
chr3R	30330000	30340000	chr3R	30460000	30470000	0.0244588722
chr3R	30330000	30340000	chr3R	30470000	30480000	0.0781918102
chr3R	30330000	30340000	chr3R	30480000	30490000	0.0732416543
chr3R	30330000	30340000	chr3R	30490000	30500000	0.0834282501
chr3R	30330000	30340000	chr3R	30500000	30510000	0.1066146925
chr3R	30330000	30340000	chr3R	30510000	30520000	0.1144915904
chr3R	30330000	30340000	chr3R	30520000	30530000	0.0929103829
chr3R	30330000	30340000	chr3R	30530000	30540000	0.0983589796
chr3R	30330000	30340000	chr3R	30540000	30550000	0.1093916466
chr3R	30330000	30340000	chr3R	30550000	30560000	0.0732191606
chr3R	30330000	30340000	chr3R	30560000	30570000	0.0815755841
chr3R	30330000	30340000	chr3R	30570000	30580000	0.0875052400
chr3R	30330000	30340000	chr3R	30580000	30590000	0.1222002965
chr3R	30330000	30340000	chr3R	30590000	30600000	0.1197351874
chr3R	30330000	30340000	chr3R	30600000	30610000	0.1243172639
chr3R	30330000	30340000	chr3R	30610000	30620000	0.1161318951
chr3R	30330000	30340000	chr3R	30620000	30630000	0.1377605439
chr3R	30330000	30340000	chr3R	30630000	30640000	0.1259352794
chr3R	30330000	30340000	chr3R	30640000	30650000	0.1169973416
chr3R	30330000	30340000	chr3R	30650000	30660000	0.1156815602
chr3R	30330000	30340000	chr3R	30660000	30670000	0.1063919534
chr3R	30330000	30340000	chr3R	30670000	30680000	0.1004901079
chr3R	30330000	30340000	chr3R	30680000	30690000	0.1168288942
chr3R	30330000	30340000	chr3R	30690000	30700000	0.0935892848
chr3R	30330000	30340000	chr3R	30700000	30710000	0.1198339553
chr3R	30330000	30340000	chr3R	30710000	30720000	0.1001600123
chr3R	30330000	30340000	chr3R	30720000	30730000	0.0978783293
chr3R	30330000	30340000	chr3R	30730000	30740000	0.1053831092
chr3R	30330000	30340000	chr3R	30740000	30750000	0.1043062216
chr3R	30330000	30340000	chr3R	30750000	30760000	0.1300702929
chr3R	30330000	30340000	chr3R	30760000	30770000	0.1018902408
chr3R	30330000	30340000	chr3R	30770000	30780000	0.0791130310
chr3R	30330000	30340000	chr3R	30780000	30790000	0.1128817545
chr3R	30330000	30340000	chr3R	30790000	30800000	0.1027871786
chr3R	30330000	30340000	chr3R	30800000	30810000	0.0984019222
chr3R	30330000	30340000	chr3R	30810000	30820000	0.1071724349
chr3R	30330000	30340000	chr3R	30820000	30830000	0.1420605797
chr3R	30330000	30340000	chr3R	30830000	30840000	0.1093253412
chr3R	30330000	30340000	chr3R	30840000	30850000	0.0992556107
chr3R	30330000	30340000	chr3R	30850000	30860000	0.1214407750
chr3R	30330000	30340000	chr3R	30860000	30870000	0.1160491795
chr3R	30330000	30340000	chr3R	30870000	30880000	0.1289023567
chr3R	30330000	30340000	chr3R	30880000	30890000	0.1090877767
chr3R	30330000	30340000	chr3R	30890000	30900000	0.1299016410
chr3R	30330000	30340000	chr3R	30900000	30910000	0.1215350953
chr3R	30330000	30340000	chr3R	30910000	30920000	0.1212976842
chr3R	30330000	30340000	chr3R	30920000	30930000	0.1329346659
chr3R	30330000	30340000	chr3R	30930000	30940000	0.1227600838
chr3R	30330000	30340000	chr3R	30940000	30950000	0.1107567098
chr3R	30330000	30340000	chr3R	30950000	30960000	0.1267498594
chr3R	30330000	30340000	chr3R	30960000	30970000	0.1224461940
chr3R	30330000	30340000	chr3R	30970000	30980000	0.1312402740
chr3R	30330000	30340000	chr3R	30980000	30990000	0.1310302643
chr3R	30330000	30340000	chr3R	30990000	31000000	0.1035037064
chr3R	30330000	30340000	chr3R	31000000	31010000	0.1054101938
chr3R	30330000	30340000	chr3R	31010000	31020000	0.1111011196
chr3R	30330000	30340000	chr3R	31020000	31030000	0.1132816318
chr3R	30330000	30340000	chr3R	31030000	31040000	0.1118765401
chr3R	30330000	30340000	chr3R	31040000	31050000	0.1127716886
chr3R	30330000	30340000	chr3R	31050000	31060000	0.1086375952
chr3R	30330000	30340000	chr3R	31060000	31070000	0.1219195849
chr3R	30330000	30340000	chr3R	31070000	31080000	0.1279141148
chr3R	30330000	30340000	chr3R	31080000	31090000	0.1032263177
chr3R	30330000	30340000	chr3R	31090000	31100000	0.1248806298
chr3R	30330000	30340000	chr3R	31100000	31110000	0.1204090282
chr3R	30330000	30340000	chr3R	31110000	31120000	0.1240029651
